last_name, first_name,year,b_ab,b_home_run,batting_avg,xba,xslg,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,
McCann, Brian,2015,465,26,.232,.223,.392,.315,.316,.169,89.5,17.4,
Schumaker, Skip,2015,244,1,.242,.247,.337,.292,.314,.089,85.6,5.3,
Walker, Neil,2015,543,16,.269,.253,.421,.322,.316,.168,88.9,14,
Suzuki, Kurt,2015,433,5,.240,.254,.349,.294,.310,.095,87.9,13.5,
Desmond, Ian,2015,583,19,.233,.226,.371,.292,.285,.145,90.8,6.4,
Cruz, Nelson,2015,590,44,.302,.289,.551,.390,.360,.262,92.6,9.2,
Jaso, John,2015,185,5,.286,.291,.505,.396,.390,.214,90.6,7.7,
Trumbo, Mark,2015,508,22,.262,.256,.450,.329,.305,.194,92,13.1,
Peralta, David,2015,462,17,.312,.282,.456,.357,.353,.174,91.6,6.7,
Ethier, Andre,2015,395,14,.294,.285,.471,.365,.361,.186,86.3,11.2,
Escobar, Alcides,2015,612,3,.257,.270,.343,.293,.308,.072,84.6,9.5,
Jay, Jon,2015,210,1,.210,.240,.305,.291,.334,.064,86.1,2.4,
Prado, Martin,2015,500,9,.288,.278,.382,.320,.335,.104,89,9.1,
Duda, Lucas,2015,471,27,.244,.254,.503,.373,.362,.249,91.7,19.8,
Wieters, Matt,2015,258,8,.267,.253,.418,.323,.310,.164,87,11.8,
Longoria, Evan,2015,604,21,.270,.263,.473,.345,.325,.211,89.6,15.5,
Cozart, Zack,2015,194,9,.258,.253,.372,.308,.313,.119,85.9,17,
Guyer, Brandon,2015,332,8,.265,.246,.375,.327,.344,.129,87,13.4,
Rodriguez, Sean,2015,224,4,.246,.221,.362,.275,.258,.141,86.9,8.3,
Lobaton, Jose,2015,136,3,.199,.205,.338,.285,.290,.133,87.4,11.2,
Reynolds, Mark,2015,382,13,.230,.196,.374,.293,.285,.179,87.5,13,
Ruggiano, Justin,2015,125,6,.248,.258,.546,.384,.343,.287,92,13.9,
Davis, Chris,2015,573,47,.262,.265,.597,.408,.366,.332,92.1,17.5,
Aviles, Mike,2015,290,5,.231,.259,.338,.296,.312,.079,86.8,10.4,
Orlando, Paulo,2015,241,7,.249,.263,.413,.303,.283,.150,87.9,10.3,
Corporan, Carlos,2015,107,3,.178,.196,.287,.254,.265,.091,85.6,16.3,
Zobrist, Ben,2015,467,13,.276,.265,.391,.332,.351,.127,88.6,8.3,
Peterson, Shane,2015,201,2,.259,.260,.368,.311,.327,.108,89.4,6.9,
Fowler, Dexter,2015,596,17,.250,.230,.347,.308,.330,.117,87.1,12.3,
Flowers, Tyler,2015,331,9,.239,.214,.347,.277,.273,.133,90.6,11.8,
Headley, Chase,2015,580,11,.259,.267,.411,.333,.334,.145,86.8,11.9,
Drew, Stephen,2015,383,17,.201,.204,.326,.273,.277,.122,86.3,17,
Smith, Seth,2015,395,12,.248,.256,.448,.345,.340,.192,89.8,11.5,
Maxwell, Justin,2015,249,7,.209,.220,.366,.290,.288,.146,88.2,9.9,
Lind, Adam,2015,502,20,.277,.242,.420,.329,.332,.178,89.5,10.8,
Pence, Hunter,2015,207,9,.275,.270,.489,.354,.325,.219,90,1.8,
Span, Denard,2015,246,5,.301,.319,.435,.366,.385,.116,87.7,7,
Hanigan, Ryan,2015,174,2,.247,.231,.304,.294,.325,.073,85.8,9.3,
Cabrera, Asdrubal,2015,505,15,.265,.230,.394,.300,.286,.164,88.3,17.3,
Ellsbury, Jacoby,2015,452,7,.257,.262,.362,.313,.327,.100,86.6,11.7,
Tulowitzki, Troy,2015,486,17,.280,.259,.421,.323,.319,.162,89.9,12.8,
Robinson, Shane,2015,180,0,.250,.241,.311,.275,.292,.070,84,8.3,
Stubbs, Drew,2015,123,5,.195,.140,.259,.226,.237,.118,89.5,18.6,
Johnson, Chris,2015,243,3,.255,.249,.407,.302,.281,.159,88.7,10.8,
Fuld, Sam,2015,290,2,.197,.222,.287,.272,.302,.064,85.3,3.1,
Blackmon, Charlie,2015,614,17,.287,.267,.401,.326,.333,.134,86.7,15.1,
Ryan, Brendan,2015,96,0,.229,.172,.223,.207,.221,.051,84.6,12,
Blanco, Gregor,2015,327,5,.291,.270,.396,.331,.357,.125,87.2,10.5,
Frazier, Todd,2015,619,35,.255,.254,.472,.339,.311,.218,89.7,18.8,
Ellis, A.J.,2015,181,7,.238,.244,.419,.346,.361,.175,87.7,9.8,
Iannetta, Chris,2015,272,10,.188,.190,.346,.291,.299,.156,89.4,15.8,
Maldonado, Martin,2015,229,4,.210,.188,.276,.244,.265,.088,87.5,11,
Chirinos, Robinson,2015,233,10,.232,.226,.417,.327,.321,.191,86.9,16.3,
Stewart, Chris,2015,159,0,.289,.263,.315,.279,.297,.052,83.2,7.6,
Young, Chris,2015,318,14,.252,.232,.366,.298,.304,.135,85.6,19.2,
Markakis, Nick,2015,612,3,.296,.266,.347,.309,.345,.080,88.3,6.8,
Pedroia, Dustin,2015,381,12,.291,.249,.367,.311,.321,.118,88.1,8.9,
Castillo, Welington,2015,342,19,.237,.253,.486,.347,.314,.233,89.3,12.5,
Denorfia, Chris,2015,212,3,.269,.263,.407,.319,.314,.144,88.5,5.8,
Bourn, Michael,2015,425,0,.238,.237,.316,.286,.312,.079,85.7,9.1,
Nunez, Eduardo,2015,188,4,.282,.251,.347,.287,.299,.096,88.7,2.7,
Pearce, Steve,2015,294,15,.218,.218,.377,.296,.290,.159,86.9,19.5,
Butler, Billy,2015,538,15,.251,.252,.450,.343,.327,.197,89.3,8.6,
Cain, Lorenzo,2015,551,16,.307,.308,.483,.371,.365,.175,90.2,9.5,
Saltalamacchia, Jarrod,2015,200,9,.225,.235,.501,.356,.320,.266,90.6,19.7,
De Aza, Alejandro,2015,325,7,.262,.242,.366,.304,.319,.124,86.8,14.7,
McCutchen, Andrew,2015,566,23,.292,.294,.535,.407,.408,.241,90.7,13.7,
Jackson, Austin,2015,491,9,.267,.267,.388,.312,.312,.122,89.5,7.2,
Upton, Justin,2015,542,26,.251,.236,.439,.336,.327,.203,89.9,16.2,
Maybin, Cameron,2015,505,10,.267,.279,.379,.322,.339,.100,88.1,2.1,
Turner, Justin,2015,385,16,.294,.291,.481,.372,.369,.190,89.5,14,
Posey, Buster,2015,557,19,.318,.310,.504,.381,.377,.194,89,10.6,
Jennings, Desmond,2015,97,1,.268,.246,.356,.297,.307,.110,87,2.4,
Espinosa, Danny,2015,367,13,.240,.207,.345,.279,.285,.139,86.3,12.8,
Bruce, Jay,2015,580,26,.226,.247,.454,.333,.317,.207,89.7,15.5,
Votto, Joey,2015,545,29,.314,.290,.546,.426,.444,.256,90.1,11.4,
Coghlan, Chris,2015,440,16,.250,.247,.411,.331,.340,.164,88.5,11.1,
Rasmus, Colby,2015,432,25,.238,.215,.419,.314,.295,.204,89.5,21.1,
Gardner, Brett,2015,571,16,.259,.262,.406,.339,.351,.144,88.8,11,
Joyce, Matt,2015,247,5,.174,.206,.309,.279,.301,.103,85.7,16.1,
Hundley, Nick,2015,366,10,.301,.250,.374,.297,.294,.124,88.9,11.3,
Mayberry Jr., John,2015,110,3,.164,.217,.318,.267,.276,.101,85.5,11.1,
Pennington, Cliff,2015,210,3,.210,.229,.328,.295,.322,.099,86.8,13.1,
Braun, Ryan,2015,506,25,.285,.285,.513,.379,.359,.228,92.2,7.6,
Butera, Drew,2015,107,1,.196,.211,.300,.257,.266,.089,84.5,22.3,
Gordon, Alex,2015,354,13,.271,.251,.409,.341,.363,.159,88.3,15.8,
Reimold, Nolan,2015,170,6,.247,.219,.349,.301,.320,.130,86,10.9,
Gimenez, Chris,2015,98,5,.255,.257,.474,.355,.332,.217,87.1,15,
Gomez, Carlos,2015,435,12,.255,.250,.404,.317,.312,.154,88.2,13.9,
Moss, Brandon,2015,469,19,.226,.239,.478,.345,.321,.239,89.1,19.8,
Kemp, Matt,2015,596,23,.265,.265,.470,.344,.315,.205,89.5,12.1,
Venable, Will,2015,349,6,.244,.239,.326,.291,.317,.087,87,3.9,
Murphy, David,2015,361,10,.283,.257,.384,.301,.297,.127,88.2,7.9,
Plouffe, Trevor,2015,573,22,.244,.254,.450,.337,.317,.197,89.9,13.7,
Romine, Andrew,2015,184,2,.255,.218,.263,.247,.273,.045,85.5,3.7,
Andrus, Elvis,2015,596,7,.258,.255,.345,.296,.311,.089,87.3,10,
Uggla, Dan,2015,120,2,.183,.196,.346,.298,.309,.151,89.8,17,
Cervelli, Francisco,2015,451,7,.295,.261,.401,.332,.340,.141,88.2,6.9,
Ciriaco, Pedro,2015,142,1,.261,.232,.329,.257,.251,.098,82.3,11.5,
Cabrera, Everth,2015,96,0,.208,.216,.255,.238,.260,.040,88.4,-2.3,
Cabrera, Melky,2015,629,12,.273,.278,.378,.313,.322,.100,89.6,9.7,
Sandoval, Pablo,2015,470,10,.245,.229,.359,.284,.278,.129,88.1,10,
Herrera, Elian,2015,256,7,.242,.238,.363,.289,.289,.125,84.8,15.5,
Ramos, Wilson,2015,475,15,.229,.252,.416,.305,.282,.164,90.6,4.4,
Gomez, Hector,2015,127,1,.181,.226,.319,.257,.256,.093,86.2,14.2,
Santana, Carlos,2015,550,19,.231,.242,.411,.349,.371,.168,89.4,12.4,
Parra, Gerardo,2015,547,14,.291,.260,.393,.307,.302,.133,88.1,9.2,
Herrera, Jonathan,2015,126,2,.230,.187,.238,.195,.200,.051,83.7,14.8,
Montero, Miguel,2015,347,15,.248,.236,.419,.333,.337,.182,88.3,12,
Gonzalez, Carlos,2015,554,40,.271,.262,.480,.347,.321,.218,90.3,9.1,
Valbuena, Luis,2015,434,25,.224,.241,.448,.342,.328,.207,89.5,17.4,
Conger, Hank,2015,201,11,.229,.202,.374,.299,.290,.172,88.9,19.6,
De Jesus Jr., Ivan,2015,201,4,.244,.244,.360,.304,.313,.116,86.3,4.8,
Mercer, Jordy,2015,394,3,.244,.265,.371,.301,.314,.106,87.1,8.3,
Belt, Brandon,2015,492,18,.280,.276,.511,.375,.356,.236,89.9,15.9,
Carter, Chris,2015,391,24,.199,.204,.447,.334,.315,.242,91.3,21.2,
Van Slyke, Scott,2015,222,6,.239,.210,.360,.292,.295,.149,88.1,17.1,
Alonso, Yonder,2015,354,5,.282,.266,.384,.333,.350,.118,87.8,7.4,
Flaherty, Ryan,2015,267,9,.202,.198,.349,.281,.279,.152,89.3,10.2,
Smoak, Justin,2015,296,18,.226,.249,.494,.352,.319,.245,91,11.4,
Zimmerman, Ryan,2015,346,16,.249,.292,.513,.377,.352,.221,91.8,8,
Parmelee, Chris,2015,97,4,.216,.194,.385,.270,.234,.191,88.7,26,
Lowrie, Jed,2015,230,9,.222,.242,.386,.315,.331,.144,89,16.2,
Alvarez, Pedro,2015,437,27,.243,.257,.472,.346,.333,.214,92,7.3,
Wallace, Brett,2015,96,5,.302,.279,.544,.386,.355,.265,88.6,11.7,
Davis, Ike,2015,214,3,.229,.245,.387,.318,.319,.142,87.9,5.6,
Carrera, Ezequiel,2015,172,3,.273,.245,.358,.295,.298,.113,86.4,3.2,
Avila, Alex,2015,178,4,.191,.236,.437,.362,.377,.201,91.2,13.2,
Barnes, Brandon,2015,255,2,.251,.230,.321,.276,.298,.091,86.9,11,
Bourjos, Peter,2015,195,4,.200,.220,.314,.280,.308,.094,85.7,12.9,
Brantley, Michael,2015,529,15,.310,.298,.437,.356,.372,.139,89,9.5,
Castro, Jason,2015,337,11,.211,.213,.349,.284,.286,.136,88.6,15.7,
Cruz, Tony,2015,142,2,.204,.219,.350,.267,.250,.131,85.1,7.8,
Escobar, Yunel,2015,535,9,.314,.290,.410,.344,.355,.119,89.7,4.3,
Gosewisch, Tuffy,2015,128,1,.211,.221,.294,.264,.278,.073,87.4,8.5,
Moore, Tyler,2015,187,6,.203,.224,.389,.286,.271,.164,88.7,15.8,
Morrison, Logan,2015,457,17,.225,.261,.441,.343,.338,.180,89.8,11.8,
Rosales, Adam,2015,114,3,.228,.218,.340,.284,.287,.122,86.4,10.5,
Sucre, Jesus,2015,127,1,.157,.173,.229,.203,.212,.056,86,11.3,
Aoki, Norichika,2015,355,5,.287,.257,.325,.301,.328,.068,85.3,1.6,
Cespedes, Yoenis,2015,633,35,.291,.300,.553,.386,.341,.254,92.2,12.2,
Ramirez, Alexei,2015,583,10,.249,.249,.320,.275,.289,.071,84.6,8.6,
Campbell, Eric,2015,173,3,.197,.286,.427,.363,.388,.141,87.6,9.3,
Beckham, Gordon,2015,211,6,.209,.211,.283,.260,.281,.072,84.7,11.3,
Colabello, Chris,2015,333,15,.321,.272,.455,.343,.322,.184,90,9.8,
Solarte, Yangervis,2015,526,14,.270,.255,.372,.305,.308,.118,88.1,11.6,
Rojas, Miguel,2015,142,1,.282,.270,.332,.300,.327,.062,87.9,4.7,
Escobar, Eduardo,2015,409,12,.262,.248,.408,.311,.298,.160,86.6,13.9,
Ynoa, Rafael,2015,127,0,.260,.220,.278,.234,.238,.058,83.1,8.6,
Adrianza, Ehire,2015,113,0,.186,.205,.279,.288,.324,.074,83.8,11.7,
Lagares, Juan,2015,441,6,.259,.254,.351,.285,.288,.097,90.7,8.2,
Rosario, Wilin,2015,231,6,.268,.235,.361,.274,.265,.126,88.3,5.8,
Almonte, Abraham,2015,232,5,.250,.261,.424,.335,.328,.163,88.8,6.8,
Freese, David,2015,424,14,.257,.254,.428,.334,.324,.174,89.1,6.4,
Davis, Khris,2015,392,27,.247,.228,.493,.346,.307,.265,89.8,12.5,
Snider, Travis,2015,237,4,.232,.233,.340,.294,.316,.107,88.3,10.1,
Pham, Tommy,2015,153,5,.268,.276,.467,.358,.356,.191,91.6,6.6,
Chisenhall, Lonnie,2015,333,7,.246,.251,.376,.297,.300,.125,85.7,16.5,
Martinez, J.D.,2015,596,38,.282,.282,.600,.401,.345,.318,91.3,16.4,
Negron, Kristopher,2015,93,0,.140,.191,.264,.260,.289,.073,82.5,8.6,
Brown, Domonic,2015,189,5,.228,.230,.338,.282,.287,.109,87,12.5,
Valencia, Danny,2015,345,18,.290,.284,.499,.364,.341,.215,91.8,6.3,
Clevenger, Steve,2015,101,2,.287,.244,.397,.292,.274,.153,89.8,9.1,
Reddick, Josh,2015,526,20,.272,.276,.428,.338,.338,.152,88.5,14.8,
Gillespie, Cole,2015,145,2,.290,.259,.363,.299,.306,.104,86.3,6.5,
McKenry, Michael,2015,127,4,.205,.199,.365,.320,.332,.167,90,15.4,
Dyson, Jarrod,2015,200,2,.250,.252,.308,.287,.317,.056,83.9,4.7,
Murphy, Daniel,2015,499,14,.281,.290,.466,.343,.333,.176,89.9,11.9,
Schafer, Logan,2015,122,1,.221,.215,.302,.278,.297,.087,89.1,10.7,
Goldschmidt, Paul,2015,567,33,.321,.284,.564,.408,.409,.281,92.2,13.1,
Gonzalez, Marwin,2015,344,12,.279,.248,.376,.294,.288,.128,88.8,11.2,
Amarista, Alexi,2015,324,3,.204,.218,.299,.256,.274,.081,85.6,11.2,
Leon, Sandy,2015,114,0,.184,.183,.231,.214,.237,.048,83.6,15.2,
Altuve, Jose,2015,638,15,.313,.268,.393,.310,.314,.125,86.2,11.1,
Tejada, Ruben,2015,360,3,.261,.269,.376,.323,.348,.107,85,12.4,
Hernandez, Cesar,2015,405,1,.272,.256,.331,.301,.329,.075,85.9,5.9,
Segura, Jean,2015,560,6,.257,.246,.328,.266,.270,.082,86.9,4.3,
Castro, Starlin,2015,547,11,.265,.248,.379,.291,.282,.131,86.3,7.1,
Marte, Starling,2015,579,19,.287,.286,.473,.355,.340,.188,87.9,5.5,
Perez, Eury,2015,119,0,.269,.281,.330,.308,.346,.049,82.7,4.9,
Paredes, Jimmy,2015,363,10,.275,.238,.379,.289,.276,.141,90,8.1,
Colon, Christian,2015,107,0,.290,.248,.307,.287,.321,.059,84.7,9.6,
d'Arnaud, Travis,2015,239,12,.268,.246,.430,.332,.323,.185,88.7,16.8,
Descalso, Daniel,2015,185,5,.205,.203,.292,.252,.283,.089,87.1,13.2,
Dietrich, Derek,2015,250,10,.256,.238,.437,.340,.333,.199,87.2,15.7,
Donaldson, Josh,2015,620,41,.297,.287,.559,.400,.366,.271,92.5,10.4,
Elmore, Jake,2015,141,2,.206,.228,.285,.257,.285,.057,84,9.7,
Freeman, Freddie,2015,416,18,.276,.304,.575,.419,.397,.271,90.7,14.4,
Grandal, Yasmani,2015,355,16,.234,.225,.416,.344,.350,.191,90.7,11.5,
Heyward, Jason,2015,547,13,.293,.267,.382,.322,.339,.116,89.2,4.7,
Kozma, Pete,2015,99,0,.152,.204,.256,.245,.287,.052,83.1,19.6,
LeMahieu, DJ,2015,564,6,.301,.280,.389,.324,.341,.109,90.4,3,
Lough, David,2015,134,4,.201,.204,.280,.237,.244,.076,84.6,13.4,
Lucroy, Jonathan,2015,371,7,.264,.277,.423,.339,.341,.145,88.8,9.8,
Middlebrooks, Will,2015,255,9,.212,.248,.423,.309,.279,.176,88.5,15.5,
Moreland, Mitch,2015,471,23,.278,.278,.511,.366,.333,.233,91.3,11.5,
Moustakas, Mike,2015,549,22,.284,.266,.444,.344,.335,.178,89.4,15.2,
Norris, Derek,2015,515,14,.250,.227,.337,.279,.285,.109,87.1,14.1,
Revere, Ben,2015,592,2,.306,.298,.363,.315,.336,.065,83.1,5,
Rizzo, Anthony,2015,586,31,.278,.278,.506,.389,.390,.228,88.7,17.2,
Robinson, Clint,2015,309,10,.272,.285,.455,.362,.372,.170,89.8,11.6,
Rupp, Cameron,2015,270,9,.233,.234,.403,.307,.303,.169,88.8,14.4,
Smolinski, Jake,2015,166,6,.193,.231,.365,.312,.321,.135,87.5,14.2,
Sogard, Eric,2015,372,1,.247,.259,.320,.284,.307,.060,85.4,11.5,
Souza Jr., Steven,2015,373,16,.225,.208,.367,.303,.304,.159,88.9,13.9,
Stanton, Giancarlo,2015,279,27,.265,.281,.610,.412,.364,.328,96.1,15.8,
Vogt, Stephen,2015,445,18,.261,.254,.411,.331,.340,.157,87,16.5,
Galvis, Freddy,2015,559,7,.263,.247,.347,.284,.290,.100,86.1,13.1,
Perez, Salvador,2015,531,21,.260,.268,.419,.309,.290,.151,87.3,12.9,
Forsythe, Logan,2015,540,17,.281,.253,.396,.326,.336,.143,88.3,15.4,
Montero, Jesus,2015,112,5,.223,.233,.400,.289,.260,.167,91.1,13.2,
Flores, Wilmer,2015,483,16,.263,.248,.356,.284,.284,.108,86.5,14.2,
Nava, Daniel,2015,139,1,.194,.230,.351,.319,.345,.121,86.5,13.3,
Garcia, Avisail,2015,553,13,.257,.277,.417,.332,.332,.140,88.6,6.7,
Perez, Hernan,2015,263,1,.243,.244,.354,.267,.257,.110,86.3,12.4,
Bethancourt, Christian,2015,155,2,.200,.227,.328,.255,.251,.102,87.4,9,
Perez, Carlos,2015,260,4,.250,.237,.325,.278,.289,.087,86.2,12.2,
Inciarte, Ender,2015,524,6,.303,.266,.342,.293,.307,.076,85.6,6.8,
Ozuna, Marcell,2015,459,10,.259,.271,.433,.332,.320,.161,91.7,7.4,
Villar, Jonathan,2015,116,2,.284,.244,.356,.296,.303,.112,90.7,2.8,
Santana, Danny,2015,261,0,.215,.209,.257,.223,.236,.049,86.1,5.8,
Beckham, Tim,2015,203,9,.222,.229,.369,.292,.285,.140,87,8.7,
Burns, Billy,2015,520,5,.294,.246,.295,.267,.291,.049,83,8.3,
Butler, Joey,2015,257,8,.276,.246,.389,.305,.298,.143,90.1,2.4,
Crawford, Brandon,2015,507,21,.256,.265,.494,.356,.332,.229,90.3,8.3,
Cron, C.J.,2015,378,16,.262,.258,.455,.328,.299,.197,88.3,12,
Giavotella, Johnny,2015,453,4,.272,.262,.342,.296,.313,.081,85.8,9.9,
Gillaspie, Conor,2015,237,4,.228,.223,.326,.263,.268,.103,87.1,9.7,
Gomes, Yan,2015,363,12,.231,.245,.426,.308,.283,.180,87.5,17.7,
Gose, Anthony,2015,485,5,.254,.228,.317,.281,.300,.089,88.2,6.1,
Harrison, Josh,2015,418,4,.287,.263,.372,.301,.306,.108,86.4,12,
Herrmann, Chris,2015,103,2,.146,.163,.249,.223,.232,.086,86.7,10.8,
Hicks, Aaron,2015,352,11,.256,.272,.424,.338,.342,.152,88.7,11.7,
Hosmer, Eric,2015,599,18,.297,.300,.482,.373,.369,.181,89.8,6,
Joseph, Caleb,2015,320,11,.234,.251,.422,.323,.316,.170,87.7,16.3,
Kipnis, Jason,2015,565,9,.303,.299,.442,.359,.372,.143,89.3,9.1,
Lavarnway, Ryan,2015,94,2,.191,.233,.420,.324,.320,.187,90.8,17.6,
Lawrie, Brett,2015,562,16,.260,.257,.409,.311,.298,.152,90,7.5,
Mahtook, Mikie,2015,105,9,.295,.283,.582,.396,.340,.300,91.3,14.3,
McCann, James,2015,401,7,.264,.247,.365,.287,.281,.118,88.3,8.7,
Miller, Brad,2015,438,11,.258,.256,.394,.325,.332,.138,89.9,8.6,
Nieuwenhuis, Kirk,2015,128,4,.195,.205,.386,.293,.279,.181,90.7,9.1,
Rendon, Anthony,2015,311,5,.264,.265,.403,.338,.348,.138,90.2,10.1,
Sands, Jerry,2015,123,4,.236,.229,.366,.288,.281,.137,90.9,9.9,
Semien, Marcus,2015,556,15,.257,.243,.390,.304,.298,.146,87.1,13.5,
Shaw, Travis,2015,226,13,.270,.251,.452,.332,.310,.202,88.6,15.4,
Shuck, JB,2015,143,0,.266,.234,.281,.278,.316,.047,83.9,3.4,
Springer, George,2015,388,16,.276,.274,.467,.367,.367,.193,89.9,9.1,
Strange-Gordon, Dee,2015,615,4,.333,.274,.349,.293,.305,.075,84.4,2.2,
Wong, Kolten,2015,557,11,.262,.270,.379,.319,.332,.108,87.5,11.3,
Gregorius, Didi,2015,525,9,.265,.257,.344,.298,.314,.087,85.4,10.5,
den Dekker, Matthew,2015,99,5,.253,.269,.457,.346,.332,.188,88.7,14.2,
Franklin, Nick,2015,101,3,.158,.188,.340,.259,.242,.152,85.6,16.4,
Grichuk, Randal,2015,323,17,.276,.246,.492,.341,.303,.246,92.3,16.3,
Marisnick, Jake,2015,339,9,.236,.216,.353,.275,.265,.137,85.7,13.9,
Trout, Mike,2015,575,41,.299,.304,.598,.430,.411,.293,92.9,13.9,
Herrera, Odubel,2015,495,8,.297,.248,.362,.296,.301,.115,88.7,7.3,
Harper, Bryce,2015,521,42,.330,.294,.549,.423,.435,.255,91.4,14.7,
Perez, Roberto,2015,184,7,.228,.214,.377,.332,.343,.164,90.6,3.3,
Martin, Leonys,2015,288,5,.219,.214,.299,.253,.263,.085,87.9,8.7,
Abreu, Jose,2015,613,30,.290,.271,.462,.342,.331,.190,91,9.8,
Suarez, Eugenio,2015,372,13,.280,.231,.374,.284,.271,.143,88.5,14.9,
Ackley, Dustin,2015,238,10,.231,.258,.443,.331,.313,.185,90.8,12.2,
Polanco, Gregory,2015,593,9,.256,.260,.394,.317,.325,.134,89.9,10.4,
Santana, Domingo,2015,160,8,.238,.217,.451,.344,.322,.234,87.3,6.6,
Urshela, Gio,2015,267,6,.225,.249,.378,.303,.302,.129,87.2,14.8,
Sanchez, Yolmer,2015,389,5,.224,.239,.311,.270,.284,.072,85.4,6.6,
Schoop, Jonathan,2015,305,15,.279,.265,.467,.331,.295,.203,89.9,12.8,
Adams, Matt,2015,175,5,.240,.247,.400,.301,.288,.152,89.2,11.4,
Altherr, Aaron,2015,137,5,.241,.245,.358,.319,.344,.112,90.9,11.6,
Arenado, Nolan,2015,616,42,.287,.270,.495,.345,.313,.225,90.7,16,
Barnhart, Tucker,2015,242,3,.252,.240,.304,.278,.318,.064,85.6,8.5,
Bour, Justin,2015,409,23,.262,.237,.429,.319,.300,.192,90.9,8.7,
Gennett, Scooter,2015,375,6,.264,.233,.320,.258,.265,.087,85.2,11.5,
Hamilton, Billy,2015,412,4,.226,.233,.291,.265,.288,.058,83.8,11.5,
Hernandez, Enrique,2015,202,7,.307,.268,.430,.325,.311,.162,90.4,11,
Holt, Brock,2015,454,2,.280,.256,.337,.305,.329,.081,86.6,7.9,
Lamb, Jake,2015,350,6,.263,.257,.395,.321,.328,.138,89.6,11.6,
Muncy, Max,2015,102,3,.206,.184,.368,.276,.251,.184,88.5,17.5,
Murphy, John Ryan,2015,155,3,.277,.265,.399,.325,.323,.134,89.4,8.6,
Myers, Wil,2015,225,8,.253,.255,.440,.347,.341,.186,89.6,9.5,
Owings, Chris,2015,515,4,.227,.231,.331,.265,.270,.100,86.9,14.6,
Paulsen, Ben,2015,325,11,.277,.256,.398,.315,.309,.142,88.4,11,
Phegley, Josh,2015,225,9,.249,.233,.373,.294,.288,.140,85.9,16.1,
Piscotty, Stephen,2015,233,7,.305,.292,.506,.370,.350,.215,89.8,12,
Pollock, AJ,2015,609,20,.315,.304,.461,.360,.360,.157,88.9,8.9,
Seager, Kyle,2015,623,26,.266,.285,.477,.360,.348,.192,89.3,16.8,
Susac, Andrew,2015,133,3,.218,.208,.353,.291,.290,.145,90.2,9.1,
Taylor, Michael A.,2015,472,14,.229,.242,.399,.300,.297,.157,88.7,10,
Thompson, Trayce,2015,122,5,.295,.310,.500,.385,.378,.190,88.1,11.4,
Zunino, Mike,2015,350,11,.174,.185,.352,.263,.242,.166,88.8,21.8,
Goins, Ryan,2015,376,5,.250,.232,.330,.291,.307,.098,87.3,4.5,
Carpenter, Matt,2015,574,28,.272,.287,.532,.395,.383,.245,89,17.1,
Dickerson, Corey,2015,224,10,.304,.290,.516,.362,.321,.226,89.7,14.5,
Dozier, Brian,2015,628,28,.236,.223,.387,.304,.298,.164,87.2,19,
Ruf, Darin,2015,268,12,.235,.256,.452,.339,.320,.196,90,12.6,
Saladino, Tyler,2015,236,4,.225,.254,.346,.290,.297,.092,86.2,6.4,
Vargas, Kennys,2015,175,5,.240,.230,.354,.276,.268,.124,88.1,5.6,
Gyorko, Jedd,2015,421,16,.247,.236,.402,.305,.290,.167,88.8,14.1,
Iglesias, Jose,2015,416,2,.300,.259,.309,.282,.311,.049,83.8,4.6,
Travis, Devon,2015,217,8,.304,.306,.519,.385,.364,.213,88.2,5.7,
Hechavarria, Adeiny,2015,470,5,.281,.263,.361,.293,.300,.098,87.6,7.6,
Bryant, Kris,2015,559,26,.275,.237,.478,.358,.338,.241,89.7,19.6,
Canha, Mark,2015,441,16,.254,.252,.422,.326,.315,.170,89.3,12.8,
Casali, Curt,2015,101,10,.238,.214,.413,.307,.283,.199,91.1,16.3,
Castellanos, Nick,2015,549,15,.255,.263,.450,.332,.312,.187,88.3,17,
DeShields, Delino,2015,425,2,.261,.226,.315,.289,.319,.089,85.7,10.2,
Machado, Manny,2015,633,35,.286,.271,.462,.355,.348,.191,91.4,12.9,
Olt, Mike,2015,94,4,.191,.199,.395,.290,.262,.196,86,11.3,
Parker, Kyle,2015,106,3,.179,.195,.363,.265,.240,.168,87.4,10.7,
Pederson, Joc,2015,480,26,.210,.218,.436,.351,.356,.218,91.2,13.6,
Pompey, Dalton,2015,94,2,.223,.207,.313,.267,.280,.106,86.7,13.7,
Realmuto, J.T.,2015,441,10,.259,.282,.423,.323,.314,.141,88.4,8.9,
Rosario, Eddie,2015,453,13,.267,.227,.388,.276,.252,.160,87.7,14.4,
Simmons, Andrelton,2015,535,4,.265,.281,.364,.314,.338,.083,86.4,3.5,
Yelich, Christian,2015,476,7,.300,.312,.453,.367,.377,.142,91.7,0,
Bogaerts, Xander,2015,613,7,.320,.282,.376,.311,.320,.094,88.1,6.8,
Castro, Daniel,2015,96,2,.240,.201,.241,.216,.225,.040,81.9,6.3,
Alberto, Hanser,2015,99,0,.222,.202,.262,.218,.218,.060,80.7,8.8,
Sano, Miguel,2015,279,18,.269,.246,.543,.391,.367,.297,94,16.4,
Calhoun, Kole,2015,630,26,.256,.243,.420,.317,.299,.177,86.2,11.6,
Eaton, Adam,2015,610,14,.287,.256,.364,.317,.337,.108,88.1,7.7,
